Order_id,Order_Date,Customer_id,channel_name,Currency _Code,Warehouse_Code,Region_id ,Product_id,Order_ Quantity,Unit _Price,Line_total,Total_Unit_Cost
SO - 0003377,2015-06-19,19,Wholesale,USD,GUT930,39,25,8,1045.2,8361.6,857.06
SO - 0003378,2015-06-19,96,Distributor,USD,AXW291,1,20,11,2351.7,25868.7,1269.92
SO - 0003379,2015-06-19,131,Distributor,USD,GUT930,42,14,7,3517.5,24622.5,2778.83
SO - 0003380,2015-06-19,138,Wholesale,USD,GUT930,36,10,8,5380.1,43040.8,4357.88
SO - 0003381,2015-06-20,29,Wholesale,USD,AXW291,10,19,11,1025.1,11276.1,727.82
SO - 0003382,2015-06-20,34,Wholesale,USD,AXW291,20,14,12,1038.5,12462,778.88
SO - 0003383,2015-06-20,100,Distributor,USD,AXW291,5,17,6,4006.6,24039.6,2604.29
SO - 0003384,2015-06-20,46,Distributor,USD,GUT930,37,25,10,5313.1,53131,3772.3
SO - 0003385,2015-06-21,22,Wholesale,USD,AXW291,25,23,7,1246.2,8723.4,934.65
SO - 0003386,2015-06-21,74,Export,USD,FLR025,64,25,11,850.9,9359.9,433.96
SO - 0003387,2015-06-21,145,Wholesale,USD,AXW291,15,6,9,6411.9,57707.1,2821.24
SO - 0003388,2015-06-21,153,Export,USD,NXH382,53,3,11,268,2948,163.48
SO - 0003389,2015-06-21,70,Wholesale,USD,NXH382,48,5,12,2485.7,29828.4,1615.71
SO - 0003390,2015-06-21,90,Distributor,USD,FLR025,66,22,7,1782.2,12475.4,1372.29
SO - 0003391,2015-06-21,3,Distributor,USD,AXW291,15,17,5,1273,6365,509.2
SO - 0003392,2015-06-22,33,Wholesale,USD,NXH382,50,26,12,3859.2,46310.4,1698.05
SO - 0003393,2015-06-22,19,Wholesale,USD,AXW291,18,20,9,5534.2,49807.8,4095.31
SO - 0003394,2015-06-22,128,Export,USD,AXW291,26,2,6,797.3,4783.8,414.6
SO - 0003395,2015-06-22,113,Distributor,USD,AXW291,11,14,5,1748.7,8743.5,1294.04
SO - 0003396,2015-06-22,125,Export,USD,FLR025,62,18,12,3919.5,47034,3135.6
SO - 0003397,2015-06-22,90,Wholesale,USD,AXW291,2,19,10,201,2010,142.71
SO - 0003398,2015-06-22,137,Distributor,USD,GUT930,34,26,9,864.3,7778.7,622.3
SO - 0003399,2015-06-22,158,Distributor,USD,FLR025,62,4,9,1072,9648,814.72
SO - 0003400,2015-06-22,171,Wholesale,USD,AXW291,29,15,10,817.4,8174,645.75
SO - 0003401,2015-06-23,152,Export,USD,AXW291,18,12,6,3946.3,23677.8,2801.87
SO - 0003402,2015-06-23,92,Wholesale,USD,NXH382,52,1,6,737,4422,412.72
SO - 0003403,2015-06-23,90,Wholesale,USD,AXW291,24,8,7,2559.4,17915.8,1356.48
SO - 0003404,2015-06-23,150,Distributor,USD,GUT930,45,25,7,6351.6,44461.2,2921.74
SO - 0003405,2015-06-23,63,Wholesale,USD,AXW291,21,21,10,5721.8,57218,3719.17
SO - 0003406,2015-06-23,163,Wholesale,USD,GUT930,38,6,7,6137.2,42960.4,4296.04
SO - 0003407,2015-06-23,158,Wholesale,USD,AXW291,29,25,10,261.3,2613,198.59
SO - 0003408,2015-06-24,24,Distributor,USD,AXW291,27,15,7,3919.5,27436.5,2900.43
SO - 0003409,2015-06-24,75,Wholesale,USD,GUT930,32,19,9,1259.6,11336.4,919.51
SO - 0003410,2015-06-24,46,Export,USD,AXW291,18,14,11,2358.4,25942.4,1532.96
SO - 0003411,2015-06-24,101,Distributor,USD,FLR025,66,21,11,2887.7,31764.7,1443.85
SO - 0003412,2015-06-24,64,Wholesale,USD,FLR025,65,3,12,1065.3,12783.6,628.53
SO - 0003413,2015-06-24,42,Wholesale,USD,AXW291,16,16,12,5326.5,63918,2503.46
SO - 0003414,2015-06-24,96,Wholesale,USD,NXH382,51,25,11,3423.7,37660.7,1540.67
SO - 0003415,2015-06-25,133,Distributor,USD,GUT930,31,5,10,3879.3,38793,1823.27
SO - 0003416,2015-06-25,161,Wholesale,USD,NXH382,59,18,10,3926.2,39262,3258.75
SO - 0003417,2015-06-25,88,Export,USD,GUT930,46,4,9,998.3,8984.7,798.64
SO - 0003418,2015-06-25,49,Export,USD,AXW291,2,1,12,917.9,11014.8,523.2
SO - 0003419,2015-06-26,53,Export,USD,AXW291,1,2,10,1098.8,10988,637.3
SO - 0003420,2015-06-26,57,Distributor,USD,GUT930,34,1,5,3993.2,19966,2515.72
SO - 0003421,2015-06-26,73,Wholesale,USD,AXW291,21,12,11,2485.7,27342.7,1640.56
SO - 0003422,2015-06-26,63,Distributor,USD,AXW291,1,20,11,221.1,2432.1,121.61
SO - 0003423,2015-06-26,141,Distributor,USD,NXH382,54,15,8,2237.8,17902.4,1566.46
SO - 0003424,2015-06-26,149,Wholesale,USD,AXW291,8,20,9,2244.5,20200.5,1391.59
SO - 0003425,2015-06-26,2,Distributor,USD,NXH382,54,19,12,737,8844,449.57
SO - 0003426,2015-06-27,55,Wholesale,USD,NXH382,54,26,11,2244.5,24689.5,1279.37
SO - 0003427,2015-06-27,1,Distributor,USD,GUT930,43,17,11,3953,43483,2767.1
SO - 0003428,2015-06-27,58,Distributor,USD,AXW291,9,14,7,4020,28140,2251.2
SO - 0003429,2015-06-27,105,Wholesale,USD,AXW291,31,19,5,6411.9,32059.5,3911.26
SO - 0003430,2015-06-27,128,Wholesale,USD,AXW291,4,16,8,1782.2,14257.6,1354.47
SO - 0003431,2015-06-27,76,Wholesale,USD,NXH382,49,30,6,998.3,5989.8,549.07
SO - 0003432,2015-06-27,40,Distributor,USD,GUT930,47,13,12,710.2,8522.4,568.16
SO - 0003433,2015-06-27,102,Wholesale,USD,AXW291,27,20,10,227.8,2278,154.9
SO - 0003434,2015-06-27,173,Wholesale,USD,GUT930,32,2,6,1065.3,6391.8,724.4
SO - 0003435,2015-06-27,53,Wholesale,USD,NXH382,57,25,11,214.4,2358.4,120.06
SO - 0003436,2015-06-27,173,Export,USD,AXW291,26,13,12,1286.4,15436.8,836.16
SO - 0003437,2015-06-27,79,Wholesale,USD,GUT930,33,1,8,1051.9,8415.2,715.29
SO - 0003438,2015-06-28,30,Distributor,USD,FLR025,62,12,10,5272.9,52729,3849.22
SO - 0003439,2015-06-28,111,Export,USD,GUT930,37,15,10,1018.4,10184,835.09
SO - 0003440,2015-06-28,106,Wholesale,USD,AXW291,18,18,11,3651.5,40166.5,2117.87
SO - 0003441,2015-06-28,9,Wholesale,USD,AXW291,11,26,10,2284.7,22847,1759.22
SO - 0003442,2015-06-28,54,Wholesale,USD,AXW291,29,26,10,6378.4,63784,3061.63
SO - 0003443,2015-06-29,115,Distributor,USD,NXH382,59,26,11,6385.1,70236.1,4661.12
SO - 0003444,2015-06-29,76,Wholesale,USD,AXW291,5,12,7,5065.2,35456.4,3900.2
SO - 0003445,2015-06-29,17,Distributor,USD,GUT930,41,14,9,1085.4,9768.6,586.12
SO - 0003446,2015-06-29,144,Wholesale,USD,GUT930,39,16,8,2445.5,19564,1760.76
SO - 0003447,2015-06-29,80,Wholesale,USD,AXW291,6,1,5,247.9,1239.5,131.39
SO - 0003448,2015-06-29,53,Wholesale,USD,NXH382,57,3,8,1072,8576,825.44
SO - 0003449,2015-06-29,165,Wholesale,USD,AXW291,26,25,5,2599.6,12998,1429.78
SO - 0003450,2015-06-29,34,Wholesale,USD,AXW291,13,24,10,254.6,2546,178.22
SO - 0003451,2015-06-29,149,Wholesale,USD,NXH382,50,20,11,6378.4,70162.4,3890.82
SO - 0003452,2015-06-29,141,Export,USD,GUT930,42,26,7,261.3,1829.1,164.62
SO - 0003453,2015-06-30,104,Wholesale,USD,FLR025,62,25,12,2345,28140,1969.8
SO - 0003454,2015-06-30,170,Distributor,USD,AXW291,13,26,12,1675,20100,670
SO - 0003455,2015-06-30,96,Wholesale,USD,AXW291,10,2,12,2512.5,30150,1130.63
SO - 0003456,2015-06-30,159,Wholesale,USD,GUT930,32,25,6,3926.2,23557.2,2905.39
SO - 0003457,2015-06-30,173,Wholesale,USD,GUT930,40,26,11,5366.7,59033.7,4239.69
SO - 0003458,2015-06-30,163,Wholesale,USD,NXH382,53,5,6,877.7,5266.2,623.17
SO - 0003459,2015-06-30,89,Export,USD,NXH382,49,16,9,1058.6,9527.4,539.89
SO - 0003460,2015-06-30,134,Wholesale,USD,NXH382,50,30,6,1072,6432,493.12
SO - 0003461,2015-07-01,84,Wholesale,USD,NXH382,60,19,9,3912.8,35215.2,2543.32
SO - 0003462,2015-07-01,96,Distributor,USD,NXH382,55,16,6,227.8,1366.8,107.07
SO - 0003463,2015-07-01,108,Wholesale,USD,AXW291,6,4,8,1139,9112,558.11
SO - 0003464,2015-07-01,137,Wholesale,USD,GUT930,40,15,10,201,2010,98.49
SO - 0003465,2015-07-01,111,Distributor,USD,NXH382,59,16,7,1038.5,7269.5,799.65
SO - 0003466,2015-07-01,124,Wholesale,USD,AXW291,28,25,6,254.6,1527.6,142.58
SO - 0003467,2015-07-01,97,Distributor,USD,NXH382,58,13,7,1058.6,7410.2,518.71
SO - 0003468,2015-07-02,172,Wholesale,USD,NXH382,53,23,9,247.9,2231.1,198.32
SO - 0003469,2015-07-02,39,Wholesale,USD,FLR025,60,5,9,1025.1,9225.9,481.8
SO - 0003470,2015-07-02,110,Wholesale,USD,NXH382,58,2,6,5782.1,34692.6,3700.54
SO - 0003471,2015-07-02,167,Wholesale,USD,AXW291,18,15,5,1051.9,5259.5,462.84
SO - 0003472,2015-07-02,95,Wholesale,USD,GUT930,43,2,7,844.2,5909.4,379.89
SO - 0003473,2015-07-02,90,Wholesale,USD,GUT930,34,7,10,2412,24120,2026.08
SO - 0003474,2015-07-03,17,Distributor,USD,NXH382,53,18,7,1031.8,7222.6,804.8
SO - 0003475,2015-07-03,135,Wholesale,USD,GUT930,31,25,7,5983.1,41881.7,3410.37
SO - 0003476,2015-07-03,114,Distributor,USD,AXW291,24,20,9,830.8,7477.2,697.87
SO - 0003477,2015-07-03,133,Export,USD,NXH382,48,8,12,1092.1,13105.2,633.42
SO - 0003478,2015-07-03,160,Distributor,USD,GUT930,35,16,6,1011.7,6070.2,718.31
SO - 0003479,2015-07-03,165,Distributor,USD,GUT930,38,12,11,1882.7,20709.7,1186.1
SO - 0003480,2015-07-03,99,Export,USD,AXW291,31,13,6,1252.9,7517.4,914.62
SO - 0003481,2015-07-03,171,Distributor,USD,AXW291,26,6,9,1708.5,15376.5,1435.14
SO - 0003482,2015-07-03,100,Distributor,USD,NXH382,49,13,11,1273,14003,954.75
SO - 0003483,2015-07-03,45,Wholesale,USD,GUT930,40,25,5,2438.8,12194,1341.34
SO - 0003484,2015-07-03,170,Distributor,USD,GUT930,46,13,9,3061.9,27557.1,1745.28
SO - 0003485,2015-07-03,169,Distributor,USD,FLR025,65,21,8,3061.9,24495.2,1224.76
SO - 0003486,2015-07-03,44,Wholesale,USD,AXW291,22,4,12,167.5,2010,142.38
SO - 0003487,2015-07-03,91,Export,USD,NXH382,59,15,5,3993.2,19966,3234.49
SO - 0003488,2015-07-03,90,Export,USD,NXH382,59,14,5,1125.6,5628,585.31
SO - 0003489,2015-07-03,100,Wholesale,USD,GUT930,35,27,12,1159.1,13909.2,846.14
SO - 0003490,2015-07-03,173,Wholesale,USD,GUT930,40,13,5,1038.5,5192.5,810.03
SO - 0003491,2015-07-04,163,Wholesale,USD,GUT930,40,3,7,214.4,1500.8,135.07
SO - 0003492,2015-07-04,118,Wholesale,USD,AXW291,21,28,7,1748.7,12240.9,804.4
SO - 0003493,2015-07-04,32,Export,USD,NXH382,50,19,8,2834.1,22672.8,1445.39
SO - 0003494,2015-07-04,25,Wholesale,USD,GUT930,42,25,5,2324.9,11624.5,953.21
SO - 0003495,2015-07-04,127,Distributor,USD,GUT930,41,26,11,1815.7,19972.7,1470.72
SO - 0003496,2015-07-04,140,Wholesale,USD,AXW291,13,30,6,187.6,1125.6,99.43
SO - 0003497,2015-07-04,94,Export,USD,GUT930,41,14,11,1232.8,13560.8,505.45
SO - 0003498,2015-07-04,17,Wholesale,USD,NXH382,59,21,12,978.2,11738.4,498.88
SO - 0003499,2015-07-05,10,Export,USD,GUT930,38,28,5,1172.5,5862.5,914.55
SO - 0003500,2015-07-05,85,Distributor,USD,AXW291,27,15,5,1105.5,5527.5,442.2
SO - 0003501,2015-07-05,123,Wholesale,USD,FLR025,63,6,7,2760.4,19322.8,1739.05
SO - 0003502,2015-07-05,37,Export,USD,AXW291,10,13,6,268,1608,134
SO - 0003503,2015-07-05,27,Wholesale,USD,AXW291,14,1,7,1246.2,8723.4,984.5
SO - 0003504,2015-07-06,19,Wholesale,USD,GUT930,39,3,8,2720.2,21761.6,1441.71
SO - 0003505,2015-07-06,60,Export,USD,GUT930,32,4,7,1132.3,7926.1,962.46
SO - 0003506,2015-07-06,5,Wholesale,USD,GUT930,42,26,5,1051.9,5259.5,494.39
SO - 0003507,2015-07-06,124,Distributor,USD,NXH382,60,5,6,1112.2,6673.2,556.1
SO - 0003508,2015-07-06,117,Wholesale,USD,AXW291,23,22,9,3886,34974,2953.36
SO - 0003509,2015-07-06,46,Distributor,USD,FLR025,61,4,8,2479,19832,1834.46
SO - 0003510,2015-07-06,128,Distributor,USD,AXW291,25,20,11,1085.4,11939.4,542.7
SO - 0003511,2015-07-06,87,Wholesale,USD,GUT930,38,14,8,683.4,5467.2,369.04
SO - 0003512,2015-07-06,154,Distributor,USD,NXH382,51,20,9,944.7,8502.3,415.67
SO - 0003513,2015-07-07,24,Wholesale,USD,GUT930,38,1,10,1045.2,10452,648.02
SO - 0003514,2015-07-07,144,Wholesale,USD,FLR025,62,12,12,1118.9,13426.8,626.58
SO - 0003515,2015-07-07,52,Distributor,USD,GUT930,47,6,8,1956.4,15651.2,782.56
SO - 0003516,2015-07-07,84,Export,USD,AXW291,15,4,9,1085.4,9768.6,434.16
SO - 0003517,2015-07-07,98,Export,USD,NXH382,58,29,10,1112.2,11122,934.25
SO - 0003518,2015-07-07,20,Wholesale,USD,AXW291,13,14,5,247.9,1239.5,146.26
SO - 0003519,2015-07-08,2,Wholesale,USD,GUT930,45,5,8,1139,9112,728.96
SO - 0003520,2015-07-08,145,Wholesale,USD,AXW291,24,21,11,1038.5,11423.5,633.49
SO - 0003521,2015-07-08,49,Export,USD,GUT930,33,10,5,1078.7,5393.5,841.39
SO - 0003522,2015-07-08,157,Distributor,USD,GUT930,35,25,12,3604.6,43255.2,2270.9
SO - 0003523,2015-07-08,12,Export,USD,AXW291,26,2,5,871,4355,531.31
SO - 0003524,2015-07-08,125,Wholesale,USD,AXW291,24,1,9,984.9,8864.1,512.15
SO - 0003525,2015-07-08,130,Wholesale,USD,AXW291,28,20,12,5989.8,71877.6,4552.25
SO - 0003526,2015-07-08,72,Distributor,USD,AXW291,16,2,12,978.2,11738.4,616.27
SO - 0003527,2015-07-08,8,Wholesale,USD,AXW291,1,18,11,1701.8,18719.8,1429.51
SO - 0003528,2015-07-08,77,Distributor,USD,AXW291,31,2,12,1688.4,20260.8,1080.58
SO - 0003529,2015-07-09,147,Wholesale,USD,GUT930,32,28,12,2479,29748,1065.97
SO - 0003530,2015-07-09,98,Wholesale,USD,AXW291,11,2,12,214.4,2572.8,175.81
SO - 0003531,2015-07-09,102,Wholesale,USD,AXW291,8,6,11,1902.8,20930.8,1046.54
SO - 0003532,2015-07-09,28,Wholesale,USD,NXH382,49,14,8,268,2144,214.4
SO - 0003533,2015-07-09,161,Distributor,USD,AXW291,3,6,12,884.4,10612.8,725.21
SO - 0003534,2015-07-09,144,Export,USD,GUT930,36,4,11,1118.9,12307.9,939.88
SO - 0003535,2015-07-09,89,Wholesale,USD,AXW291,2,14,5,1976.5,9882.5,1462.61
SO - 0003536,2015-07-10,80,Wholesale,USD,AXW291,7,26,9,6411.9,57707.1,3526.55
SO - 0003537,2015-07-10,13,Wholesale,USD,FLR025,62,3,9,1279.7,11517.3,870.2
SO - 0003538,2015-07-10,90,Wholesale,USD,AXW291,14,4,11,1051.9,11570.9,831
SO - 0003539,2015-07-10,41,Wholesale,USD,AXW291,22,26,11,1889.4,20783.4,1020.28
SO - 0003540,2015-07-10,25,Export,USD,GUT930,38,4,5,1078.7,5393.5,528.56
SO - 0003541,2015-07-10,112,Export,USD,GUT930,43,3,6,2505.8,15034.8,1678.89
SO - 0003542,2015-07-11,32,Wholesale,USD,FLR025,61,26,12,2847.5,34170,1708.5
SO - 0003543,2015-07-11,70,Wholesale,USD,NXH382,50,15,9,2780.5,25024.5,1445.86
SO - 0003544,2015-07-11,67,Distributor,USD,NXH382,52,2,11,2358.4,25942.4,1249.95
SO - 0003545,2015-07-11,168,Wholesale,USD,NXH382,57,18,7,6411.9,44883.3,4680.69
SO - 0003546,2015-07-11,62,Wholesale,USD,AXW291,6,1,11,1118.9,12307.9,469.94
SO - 0003547,2015-07-11,132,Wholesale,USD,AXW291,15,25,5,5279.6,26398,3431.74
SO - 0003548,2015-07-11,173,Export,USD,NXH382,50,26,7,1172.5,8207.5,644.88
SO - 0003549,2015-07-11,72,Distributor,USD,AXW291,1,21,12,1045.2,12542.4,480.79
SO - 0003550,2015-07-11,80,Wholesale,USD,GUT930,37,20,7,1025.1,7175.7,635.56
SO - 0003551,2015-07-11,52,Wholesale,USD,AXW291,13,13,8,5420.3,43362.4,3577.4
SO - 0003552,2015-07-12,175,Wholesale,USD,FLR025,62,25,9,844.2,7597.8,616.27
SO - 0003553,2015-07-12,116,Wholesale,USD,AXW291,28,15,6,3859.2,23155.2,3241.73
SO - 0003554,2015-07-12,10,Export,USD,NXH382,55,30,10,3986.5,39865,2232.44
SO - 0003555,2015-07-13,120,Distributor,USD,AXW291,17,6,11,1829.1,20120.1,859.68
SO - 0003556,2015-07-13,95,Export,USD,AXW291,28,25,12,2425.4,29104.8,1455.24
SO - 0003557,2015-07-13,34,Distributor,USD,AXW291,21,25,8,1078.7,8629.6,679.58
SO - 0003558,2015-07-13,48,Wholesale,USD,AXW291,28,14,7,3189.2,22324.4,2423.79
SO - 0003559,2015-07-13,149,Wholesale,USD,NXH382,59,14,6,810.7,4864.2,664.77
SO - 0003560,2015-07-13,149,Distributor,USD,GUT930,32,26,6,3819,22914,2062.26
SO - 0003561,2015-07-14,11,Wholesale,USD,AXW291,27,17,7,3564.4,24950.8,2566.37
SO - 0003562,2015-07-14,88,Distributor,USD,GUT930,34,13,5,2351.7,11758.5,1011.23
SO - 0003563,2015-07-14,160,Wholesale,USD,GUT930,43,1,12,1165.8,13989.6,827.72
SO - 0003564,2015-07-14,116,Export,USD,AXW291,23,3,8,1112.2,8897.6,633.95
SO - 0003565,2015-07-14,159,Distributor,USD,GUT930,39,5,11,877.7,9654.7,623.17
SO - 0003566,2015-07-15,66,Wholesale,USD,NXH382,55,10,6,1788.9,10733.4,1431.12
SO - 0003567,2015-07-15,52,Export,USD,AXW291,26,26,11,2546,28006,1374.84
SO - 0003568,2015-07-15,130,Wholesale,USD,AXW291,16,16,12,2465.6,29587.2,1725.92
SO - 0003569,2015-07-15,41,Wholesale,USD,NXH382,53,22,12,5956.3,71475.6,4228.97
SO - 0003570,2015-07-15,167,Wholesale,USD,NXH382,54,25,5,1072,5360,686.08
SO - 0003571,2015-07-15,25,Wholesale,USD,FLR025,61,21,11,978.2,10760.2,674.96
SO - 0003572,2015-07-15,129,Wholesale,USD,GUT930,38,20,7,180.9,1266.3,79.6
SO - 0003573,2015-07-15,161,Wholesale,USD,AXW291,21,4,9,857.6,7718.4,428.8
SO - 0003574,2015-07-15,30,Distributor,USD,FLR025,62,3,7,5755.3,40287.1,3740.95
SO - 0003575,2015-07-15,164,Export,USD,NXH382,51,27,10,2485.7,24857,1988.56
SO - 0003576,2015-07-16,43,Distributor,USD,GUT930,36,25,7,864.3,6050.1,639.58
SO - 0003577,2015-07-16,169,Distributor,USD,AXW291,10,18,7,817.4,5721.8,498.61
SO - 0003578,2015-07-16,99,Distributor,USD,AXW291,31,25,5,1038.5,5192.5,675.03
SO - 0003579,2015-07-16,72,Wholesale,USD,AXW291,21,6,11,1092.1,12013.1,928.29
SO - 0003580,2015-07-16,26,Distributor,USD,NXH382,55,4,11,3825.7,42082.7,1912.85
SO - 0003581,2015-07-16,95,Export,USD,NXH382,54,26,9,167.5,1507.5,128.98
SO - 0003582,2015-07-16,34,Distributor,USD,AXW291,15,22,11,3939.6,43335.6,2127.38
SO - 0003583,2015-07-16,116,Wholesale,USD,AXW291,6,8,10,261.3,2613,167.23
SO - 0003584,2015-07-16,34,Wholesale,USD,GUT930,43,25,12,2385.2,28622.4,1454.97
SO - 0003585,2015-07-16,42,Export,USD,AXW291,13,3,11,3865.9,42524.9,3131.38
SO - 0003586,2015-07-17,154,Export,USD,NXH382,53,6,10,3832.4,38324,1571.28
SO - 0003587,2015-07-17,101,Wholesale,USD,AXW291,24,11,10,3852.5,38525,2658.23
SO - 0003588,2015-07-17,142,Export,USD,AXW291,1,26,7,214.4,1500.8,137.22
SO - 0003589,2015-07-17,98,Wholesale,USD,NXH382,55,1,6,254.6,1527.6,178.22
SO - 0003590,2015-07-17,109,Distributor,USD,FLR025,64,21,6,1092.1,6552.6,436.84
SO - 0003591,2015-07-18,76,Wholesale,USD,FLR025,63,25,6,1688.4,10130.4,911.74
SO - 0003592,2015-07-18,35,Wholesale,USD,AXW291,16,15,9,3021.7,27195.3,1269.11
SO - 0003593,2015-07-18,129,Wholesale,USD,AXW291,20,25,5,3926.2,19631,2866.13
SO - 0003594,2015-07-18,59,Distributor,USD,AXW291,16,1,11,2257.9,24836.9,1241.85
SO - 0003595,2015-07-18,146,Distributor,USD,AXW291,23,2,6,2586.2,15517.2,2172.41
SO - 0003596,2015-07-18,113,Wholesale,USD,NXH382,50,5,5,1065.3,5326.5,617.87
SO - 0003597,2015-07-18,122,Wholesale,USD,FLR025,65,4,12,3075.3,36903.6,1322.38
SO - 0003598,2015-07-18,136,Wholesale,USD,NXH382,54,24,9,1165.8,10492.2,547.93
SO - 0003599,2015-07-18,141,Wholesale,USD,FLR025,64,25,12,5875.9,70510.8,2467.88
SO - 0003600,2015-07-19,22,Wholesale,USD,AXW291,2,5,5,207.7,1038.5,145.39
SO - 0003601,2015-07-19,63,Distributor,USD,FLR025,64,14,7,1038.5,7269.5,872.34
SO - 0003602,2015-07-19,133,Wholesale,USD,NXH382,48,6,9,6023.3,54209.7,4758.41
SO - 0003603,2015-07-19,37,Wholesale,USD,NXH382,55,10,9,964.8,8683.2,501.7
SO - 0003604,2015-07-19,17,Export,USD,NXH382,59,26,11,2371.8,26089.8,1351.93
SO - 0003605,2015-07-19,23,Wholesale,USD,AXW291,20,12,11,884.4,9728.4,742.9
SO - 0003606,2015-07-19,107,Wholesale,USD,AXW291,14,4,7,2941.3,20589.1,2058.91
SO - 0003607,2015-07-19,68,Wholesale,USD,AXW291,18,28,6,1762.1,10572.6,1251.09
SO - 0003608,2015-07-19,107,Distributor,USD,AXW291,6,26,9,6398.5,57586.5,5118.8
SO - 0003609,2015-07-20,122,Distributor,USD,AXW291,24,15,8,1963.1,15704.8,1197.49
SO - 0003610,2015-07-20,152,Wholesale,USD,AXW291,23,3,7,1038.5,7269.5,654.26
SO - 0003611,2015-07-20,8,Distributor,USD,AXW291,9,12,11,1226.1,13487.1,674.36
SO - 0003612,2015-07-20,109,Wholesale,USD,FLR025,63,23,11,1219.4,13413.4,841.39
SO - 0003613,2015-07-20,175,Wholesale,USD,GUT930,44,18,11,5748.6,63234.6,2989.27
SO - 0003614,2015-07-20,40,Distributor,USD,FLR025,63,15,12,777.2,9326.4,334.2
SO - 0003615,2015-07-20,67,Wholesale,USD,FLR025,66,6,10,917.9,9179,761.86
SO - 0003616,2015-07-20,98,Wholesale,USD,GUT930,34,26,6,1051.9,6311.4,462.84
SO - 0003617,2015-07-20,95,Distributor,USD,NXH382,49,19,11,1132.3,12455.3,679.38
SO - 0003618,2015-07-20,134,Distributor,USD,NXH382,49,1,11,6164,67804,3020.36
SO - 0003619,2015-07-20,90,Wholesale,USD,NXH382,56,4,10,2539.3,25393,2082.23
SO - 0003620,2015-07-21,32,Wholesale,USD,GUT930,45,3,10,6117.1,61171,3792.6
SO - 0003621,2015-07-21,154,Wholesale,USD,AXW291,25,13,9,3852.5,34672.5,2465.6
SO - 0003622,2015-07-21,65,Wholesale,USD,GUT930,43,25,10,3832.4,38324,2069.5
SO - 0003623,2015-07-21,13,Wholesale,USD,NXH382,54,25,8,1125.6,9004.8,799.18
SO - 0003624,2015-07-21,111,Wholesale,USD,NXH382,54,5,7,3088.7,21620.9,1420.8
SO - 0003625,2015-07-21,70,Wholesale,USD,AXW291,4,6,10,1038.5,10385,841.19
SO - 0003626,2015-07-21,80,Wholesale,USD,GUT930,40,13,12,757.1,9085.2,431.55
SO - 0003627,2015-07-21,23,Export,USD,AXW291,22,4,10,214.4,2144,100.77
SO - 0003628,2015-07-22,135,Wholesale,USD,GUT930,32,13,5,750.4,3752,607.82
SO - 0003629,2015-07-22,56,Distributor,USD,GUT930,43,3,12,1045.2,12542.4,606.22
SO - 0003630,2015-07-22,161,Distributor,USD,AXW291,17,13,11,194.3,2137.3,163.21
SO - 0003631,2015-07-22,55,Wholesale,USD,AXW291,26,14,6,234.5,1407,147.74
SO - 0003632,2015-07-22,133,Distributor,USD,GUT930,32,3,7,3597.9,25185.3,2698.43
SO - 0003633,2015-07-22,171,Distributor,USD,AXW291,25,26,8,790.6,6324.8,387.39
SO - 0003634,2015-07-22,58,Export,USD,AXW291,16,26,12,6177.4,74128.8,3891.76
SO - 0003635,2015-07-22,38,Distributor,USD,AXW291,13,16,11,1112.2,12234.2,544.98
SO - 0003636,2015-07-22,156,Wholesale,USD,AXW291,3,14,11,1822.4,20046.4,1530.82
SO - 0003637,2015-07-22,55,Distributor,USD,AXW291,1,20,6,737,4422,302.17
SO - 0003638,2015-07-22,70,Export,USD,GUT930,34,2,5,790.6,3953,656.2
SO - 0003639,2015-07-22,6,Wholesale,USD,FLR025,61,26,11,1011.7,11128.7,505.85
SO - 0003640,2015-07-23,114,Export,USD,AXW291,29,20,12,1165.8,13989.6,489.64
SO - 0003641,2015-07-23,118,Wholesale,USD,AXW291,26,25,7,2211,15477,1392.93
SO - 0003642,2015-07-23,116,Export,USD,AXW291,2,12,6,750.4,4502.4,487.76
SO - 0003643,2015-07-23,77,Wholesale,USD,NXH382,55,26,5,1051.9,5259.5,725.81
SO - 0003644,2015-07-23,10,Wholesale,USD,GUT930,45,5,6,5427,32562,3201.93
SO - 0003645,2015-07-23,140,Wholesale,USD,FLR025,65,25,11,2505.8,27563.8,1854.29
SO - 0003646,2015-07-23,81,Wholesale,USD,GUT930,36,26,9,3162.4,28461.6,2624.79
SO - 0003647,2015-07-23,131,Distributor,USD,GUT930,40,16,5,3122.2,15611,1717.21
SO - 0003648,2015-07-23,45,Distributor,USD,GUT930,38,9,11,1125.6,12381.6,450.24
SO - 0003649,2015-07-23,18,Wholesale,USD,FLR025,64,17,5,2385.2,11926,1311.86
SO - 0003650,2015-07-23,22,Distributor,USD,NXH382,59,20,9,3832.4,34491.6,2376.09
SO - 0003651,2015-07-23,50,Wholesale,USD,NXH382,59,15,11,1762.1,19383.1,722.46
SO - 0003652,2015-07-24,54,Distributor,USD,FLR025,62,1,11,978.2,10760.2,469.54
SO - 0003653,2015-07-24,32,Export,USD,AXW291,25,26,10,3825.7,38257,2218.91
SO - 0003654,2015-07-24,75,Export,USD,AXW291,18,19,12,737,8844,582.23
SO - 0003655,2015-07-24,8,Distributor,USD,AXW291,11,26,9,1969.8,17728.2,1260.67
SO - 0003656,2015-07-24,54,Wholesale,USD,AXW291,14,2,12,1058.6,12703.2,423.44
